Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%)
Chief Technology Officer,IT,Increasing,Moderate,282711.26,Master's Degree,12,711,7146,20.3,22.23,UK,44.52
Occupational psychologist,Finance,Decreasing,Moderate,102823.79,PhD,6,8218,3499,61.23,29.78,China,24.93
Exercise physiologist,Healthcare,Increasing,Moderate,68069.07,Bachelor's Degree,3,3612,4896,33.39,46.89,India,40.34
Armed forces operational officer,Transportation,Decreasing,Low,89224.72,Bachelor's Degree,14,7527,2246,65.91,23.04,Australia,36.49
Media planner,Retail,Increasing,Moderate,65442.27,Bachelor's Degree,4,1944,6567,61.24,47.65,India,67.7
Education administrator,Education,Decreasing,Moderate,60130.8,Bachelor's Degree,8,7099,3231,47.24,53.07,USA,41.16
"Journalist, magazine",Entertainment,Increasing,High,67813.14,Bachelor's Degree,2,3213,8577,31.37,46.86,Australia,22.06
Clothing/textile technologist,Manufacturing,Decreasing,High,58757.02,Bachelor's Degree,2,4823,2385,35.78,56.26,China,21.11
Environmental education officer,Education,Increasing,High,66230.44,Bachelor's Degree,6,8190,1153,28.87,39.95,Germany,33.08
Medical secretary,Healthcare,Decreasing,Low,40761.91,High School,4,6404,5984,13.2,70.01,Brazil,33.68
Biomedical scientist,Healthcare,Decreasing,High,70612.06,Bachelor's Degree,4,7966,1286,2.23,47.59,UK,65.08
Bonds trader,Finance,Decreasing,Moderate,112735.73,Bachelor's Degree,6,2182,5662,24.92,63.79,China,39.33
Sales executive,Retail,Increasing,High,61831.59,Bachelor's Degree,3,696,9390,75.35,45.75,Germany,65.29
Amenity horticulturist,Manufacturing,Decreasing,High,52039.56,Bachelor's Degree,3,6832,4257,87.28,59.76,China,61.07
Midwife,Healthcare,Decreasing,Moderate,74547.9,Bachelor's Degree,4,6567,6943,38.06,34.02,Australia,68.03
"Research officer, political party",Education,Increasing,Moderate,60174.13,Master's Degree,2,2440,2653,65.58,52.32,Australia,33.42
Commissioning editor,Entertainment,Increasing,High,83954.09,Bachelor's Degree,4,1910,5773,63.08,39.35,India,51.23
Theatre director,Entertainment,Increasing,Moderate,73169.43,Bachelor's Degree,9,4282,7090,31.88,22.95,Australia,36.33
Illustrator,Entertainment,Decreasing,Moderate,79443.26,Bachelor's Degree,2,4546,2970,1.3,48.14,Australia,57.57
"Scientist, biomedical",Healthcare,Decreasing,Low,67499.82,Bachelor's Degree,4,6644,6824,39.15,55.38,Canada,64.91
Tour manager,Entertainment,Decreasing,Moderate,53761.22,Bachelor's Degree,4,2617,3113,24.33,30.58,Canada,53.21
"Engineer, structural",Manufacturing,Increasing,Moderate,82986.3,Bachelor's Degree,3,2069,5332,55.79,45.82,Canada,26.72
Outdoor activities/education manager,Education,Decreasing,Moderate,56846.8,Bachelor's Degree,4,1992,2453,51.02,23.16,Canada,77.05
Conference centre manager,Retail,Decreasing,Low,73587.02,Bachelor's Degree,5,6086,4671,39.13,38.44,China,49.92
"Education officer, museum",Education,Increasing,Moderate,52422.88,Bachelor's Degree,3,4180,1348,31.13,39.13,USA,79.14
"Engineer, broadcasting (operations)",Entertainment,Increasing,High,88764.93,Bachelor's Degree,3,7285,7159,70.43,46.3,India,59.43
"Designer, textile",Manufacturing,Increasing,Low,60141.63,Bachelor's Degree,2,8534,9273,68.01,54.94,China,67.21
Market researcher,Retail,Decreasing,Low,61405.93,Bachelor's Degree,7,7645,5888,18.62,53.38,Germany,47.68
Air cabin crew,Transportation,Increasing,Moderate,39458.12,High School,3,6328,1599,22.16,45.08,USA,57.57
Web designer,IT,Decreasing,Moderate,99711.11,Bachelor's Degree,5,5170,252,9.81,52.2,Canada,63.21
Energy manager,Manufacturing,Decreasing,High,96223.16,Bachelor's Degree,7,769,5329,41.68,51.79,Brazil,59.81
Chartered accountant,Finance,Increasing,Moderate,102515.42,Bachelor's Degree,4,8135,8339,68.06,57.36,USA,34.21
Armed forces operational officer,Transportation,Increasing,Moderate,87199.95,Bachelor's Degree,14,3308,3471,11.5,21.7,China,48.36
Electrical engineer,Manufacturing,Increasing,Low,99669.8,Bachelor's Degree,6,9535,4811,77.23,51.5,China,23.93
Diplomatic Services operational officer,Finance,Decreasing,Low,77693.98,Master's Degree,6,1773,6942,32.23,32.93,Brazil,39.51
Farm manager,Manufacturing,Increasing,Moderate,61533.17,Bachelor's Degree,10,9475,3732,1.17,50.8,India,42.34
Early years teacher,Education,Increasing,Low,36253.63,Associate Degree,0,7645,9377,21.65,32.08,Australia,33.72
Logistics and distribution manager,Transportation,Decreasing,Moderate,72662.46,Bachelor's Degree,7,7621,5351,48.54,52.56,Brazil,69.83
"Engineer, manufacturing",Manufacturing,Decreasing,High,111149.52,Bachelor's Degree,3,6987,171,64.72,47.01,China,39.13
Contracting civil engineer,Manufacturing,Decreasing,Moderate,110490.87,Bachelor's Degree,9,9521,1437,22.13,43.13,Brazil,71.19
"Therapist, occupational",Healthcare,Decreasing,High,76414.05,Bachelor's Degree,5,7383,9960,31.13,41.63,Brazil,66.74
"Editor, commissioning",Entertainment,Decreasing,High,90370.08,Bachelor's Degree,4,9955,5893,32.16,45.71,USA,59.25
Immigration officer,Finance,Decreasing,High,71600.3,Bachelor's Degree,2,8229,3258,77.09,51.37,China,25.92
Building services engineer,Manufacturing,Decreasing,Low,109204.48,Bachelor's Degree,6,7460,9610,35.16,40.89,USA,30.72
Furniture designer,Entertainment,Increasing,High,51083.7,Bachelor's Degree,7,5968,3892,31.34,34.74,Australia,42.62
Research scientist (medical),Healthcare,Decreasing,Moderate,110531.47,PhD,6,5734,5508,3.17,37.05,USA,50.94
"Designer, interior/spatial",Entertainment,Increasing,Low,73759.29,Bachelor's Degree,5,8953,6289,95.82,37.95,Germany,30.18
Technical sales engineer,Manufacturing,Increasing,High,114548.21,Bachelor's Degree,6,1172,1458,99.99,40.5,Australia,59.08
"Psychologist, prison and probation services",Healthcare,Decreasing,High,73956.28,PhD,7,8314,3799,1.39,29.9,UK,34.06
Herpetologist,Healthcare,Decreasing,Low,62831.44,Master's Degree,7,635,7067,91.03,41.64,UK,48.31
"Social research officer, government",Education,Increasing,Low,62856.85,Master's Degree,3,857,2209,12.17,50.27,Brazil,46.03
Make,Entertainment,Increasing,Low,48986.59,High School,3,4011,3276,12.26,49.65,India,37.79
"Journalist, broadcasting",Entertainment,Increasing,High,74199.67,Bachelor's Degree,6,333,5312,41.36,44.96,USA,28.77
Accommodation manager,Retail,Decreasing,Low,55055.06,Bachelor's Degree,7,7390,6656,40.63,48.56,Canada,71.18
"Engineer, materials",Manufacturing,Decreasing,Moderate,113192.89,Bachelor's Degree,5,1283,1644,32.07,47.03,UK,36.62
"Teacher, primary school",Education,Decreasing,High,55659.0,Bachelor's Degree,2,1762,417,67.18,38.26,Australia,35.31
"Designer, textile",Manufacturing,Decreasing,Low,69916.58,Bachelor's Degree,7,7845,8552,50.91,45.13,Germany,52.41
Dancer,Entertainment,Increasing,Moderate,40512.5,High School,8,8376,6725,61.82,38.43,USA,79.78
Chiropractor,Healthcare,Decreasing,High,72441.5,Bachelor's Degree,7,8372,7751,11.37,35.12,USA,23.43
Probation officer,Healthcare,Decreasing,High,60413.51,Bachelor's Degree,5,799,5659,33.49,30.25,USA,24.88
Chief Marketing Officer,IT,Decreasing,High,217081.15,Master's Degree,17,8338,8351,67.74,33.64,Germany,59.32
"Embryologist, clinical",Healthcare,Increasing,Moderate,100027.42,Master's Degree,6,5984,9160,34.77,31.45,Canada,77.17
Armed forces technical officer,Transportation,Increasing,Moderate,92321.19,Bachelor's Degree,12,1180,5885,48.09,29.91,Brazil,58.97
Public relations account executive,Entertainment,Decreasing,Moderate,58135.55,Bachelor's Degree,6,9677,1790,99.99,41.32,India,68.19
"Therapist, speech and language",Healthcare,Increasing,Moderate,58672.85,Bachelor's Degree,6,1022,1000,8.87,31.39,Canada,48.51
Music tutor,Education,Decreasing,Moderate,45058.63,Bachelor's Degree,4,3407,1604,90.09,22.22,Germany,76.05
Clinical cytogeneticist,Healthcare,Decreasing,High,89292.78,PhD,6,9440,5161,49.53,39.28,USA,79.78
Economist,Finance,Increasing,Moderate,107633.74,Master's Degree,7,7929,2506,0.05,42.62,Germany,21.73
Retail banker,Finance,Increasing,Moderate,80807.62,Bachelor's Degree,5,3009,3064,64.49,69.31,UK,54.07
Senior tax professional/tax inspector,Finance,Increasing,Moderate,92239.84,Master's Degree,12,8021,7055,56.83,55.9,Canada,61.27
"Runner, broadcasting/film/video",Entertainment,Increasing,Low,31272.61,High School,2,3074,3932,62.86,45.02,Brazil,53.86
Science writer,Entertainment,Increasing,Low,52053.82,Bachelor's Degree,8,3551,7181,52.57,46.51,UK,66.23
Print production planner,Manufacturing,Increasing,Moderate,57528.19,Associate Degree,3,4020,3077,99.84,64.52,Canada,70.38
Glass blower/designer,Entertainment,Decreasing,High,54043.61,Bachelor's Degree,7,533,6577,32.98,31.62,India,75.27
"Development worker, community",Healthcare,Increasing,High,39118.46,Bachelor's Degree,4,9782,7088,77.74,40.95,Canada,33.98
"Surveyor, commercial/residential",Retail,Increasing,Moderate,81263.65,Bachelor's Degree,4,6640,3547,76.74,42.0,UK,74.59
Best boy,Entertainment,Increasing,Low,57749.57,High School,6,9395,7641,68.49,34.36,Australia,39.63
"Sound technician, broadcasting/film/video",Entertainment,Decreasing,Moderate,68853.98,Associate Degree,2,9764,8697,20.03,40.32,Australia,68.18
Corporate treasurer,Finance,Decreasing,High,145148.78,Master's Degree,11,5495,7905,7.69,43.49,China,67.61
"Clinical scientist, histocompatibility and immunogenetics",Healthcare,Increasing,Low,101081.9,PhD,6,6934,4424,91.06,28.98,Australia,41.26
"Development worker, international aid",Healthcare,Increasing,Moderate,57492.02,Bachelor's Degree,6,6676,1131,68.91,31.2,Australia,27.77
"Accountant, chartered",Finance,Decreasing,High,102328.38,Bachelor's Degree,5,890,9095,16.02,67.86,UK,79.85
Physiotherapist,Healthcare,Decreasing,High,67832.51,Bachelor's Degree,3,999,4099,73.36,38.79,Brazil,30.62
Tourist information centre manager,Retail,Increasing,Moderate,45887.13,Bachelor's Degree,2,472,9580,5.28,51.97,China,36.1
"Programmer, applications",IT,Decreasing,High,99411.42,Bachelor's Degree,4,2524,7789,27.7,33.27,USA,36.71
"Education officer, environmental",Education,Increasing,Moderate,71753.56,Bachelor's Degree,7,9788,4321,19.81,42.17,China,27.2
Counsellor,Healthcare,Decreasing,Moderate,64121.83,Master's Degree,6,3105,1529,25.33,24.21,UK,77.16
Furniture conservator/restorer,Entertainment,Increasing,Moderate,45259.08,Bachelor's Degree,4,1169,4212,32.02,33.39,Brazil,49.74
"Engineer, structural",Manufacturing,Increasing,Low,121524.34,Bachelor's Degree,8,7205,8207,85.96,50.17,Brazil,23.66
Media planner,Retail,Decreasing,Moderate,66610.59,Bachelor's Degree,4,4719,2855,75.29,42.14,USA,32.61
"Investment banker, corporate",Finance,Increasing,High,189384.06,Master's Degree,8,6038,2037,94.5,48.3,China,45.03
Energy engineer,Manufacturing,Decreasing,High,114823.42,Bachelor's Degree,8,3641,6021,5.12,36.42,UK,43.65
"Therapist, speech and language",Healthcare,Decreasing,High,63244.6,Bachelor's Degree,4,4196,4001,11.76,25.3,India,77.72
Government social research officer,Education,Increasing,High,77424.66,Master's Degree,8,9057,5019,7.12,44.55,Canada,32.96
Production manager,Manufacturing,Increasing,Moderate,122437.49,Bachelor's Degree,10,9346,3942,98.02,53.89,Germany,54.26
Operational investment banker,Finance,Decreasing,Low,179594.09,Master's Degree,8,9152,1028,20.35,53.04,Brazil,39.67
Drilling engineer,Manufacturing,Decreasing,Low,102823.9,Bachelor's Degree,8,6384,1122,90.11,52.12,Germany,27.39
Nature conservation officer,Manufacturing,Decreasing,Moderate,64677.78,Bachelor's Degree,5,6176,8627,77.8,49.83,Brazil,28.83
"Journalist, magazine",Entertainment,Decreasing,Moderate,77512.28,Bachelor's Degree,2,1582,1290,40.63,38.19,USA,45.73
Risk manager,Finance,Decreasing,Low,137532.29,Master's Degree,10,9920,2781,89.9,47.48,Brazil,21.06
Aeronautical engineer,Manufacturing,Decreasing,Low,91739.88,Bachelor's Degree,5,516,1584,61.23,45.74,India,39.48
Mechanical engineer,Manufacturing,Increasing,Low,90844.12,Bachelor's Degree,5,6371,6193,0.16,47.47,Brazil,28.12
Quality manager,Manufacturing,Increasing,Moderate,78897.32,Bachelor's Degree,6,226,9918,65.61,50.6,Germany,72.75
Editorial assistant,Entertainment,Decreasing,High,37833.02,Bachelor's Degree,1,9988,1905,8.78,58.12,Canada,76.4
"Engineer, production",Manufacturing,Increasing,Moderate,79610.62,Bachelor's Degree,7,9853,1377,8.29,58.5,China,66.69
"Psychologist, clinical",Healthcare,Decreasing,Moderate,88038.13,PhD,7,4178,9360,3.84,26.94,India,26.51
Osteopath,Healthcare,Increasing,Moderate,85300.83,Bachelor's Degree,4,5069,6184,97.68,34.06,USA,24.07
"Engineer, communications",IT,Decreasing,Low,84314.42,Bachelor's Degree,5,6309,2452,18.25,46.08,India,64.19
Local government officer,Finance,Increasing,Moderate,50692.22,Bachelor's Degree,2,4461,3413,72.09,54.87,UK,46.34
Public affairs consultant,Finance,Decreasing,High,94584.22,Bachelor's Degree,7,984,7888,99.07,46.36,India,70.52
Technical brewer,Manufacturing,Increasing,Low,52976.39,Bachelor's Degree,4,518,8496,14.35,51.72,India,63.92
Town planner,Manufacturing,Decreasing,Moderate,69856.29,Master's Degree,7,2647,575,77.34,45.68,Brazil,64.88
Public house manager,Retail,Decreasing,Low,47836.68,High School,6,7352,1915,33.09,54.1,Australia,37.99
Theme park manager,Retail,Increasing,High,66544.93,Bachelor's Degree,9,6094,3859,86.41,42.72,Germany,71.84
Aid worker,Healthcare,Decreasing,High,55220.03,Bachelor's Degree,4,2463,3031,45.0,38.62,Germany,23.15
Diagnostic radiographer,Healthcare,Decreasing,Low,61983.89,Bachelor's Degree,4,8625,5230,48.95,43.63,Brazil,57.28
Senior tax professional/tax inspector,Finance,Increasing,Moderate,132566.41,Master's Degree,8,8621,8279,22.76,54.26,India,28.79
Clinical cytogeneticist,Healthcare,Decreasing,High,94355.79,PhD,5,7935,8409,86.9,37.06,USA,50.31
Land/geomatics surveyor,Manufacturing,Decreasing,Low,79050.04,Bachelor's Degree,8,3775,9090,98.22,50.62,Canada,66.88
Musician,Entertainment,Increasing,High,39173.44,Bachelor's Degree,6,823,6402,53.73,24.88,India,55.25
General practice doctor,Healthcare,Decreasing,Moderate,83797.74,Bachelor's Degree,7,2400,1957,23.41,49.27,UK,67.22
Product designer,Manufacturing,Decreasing,Low,61998.43,Bachelor's Degree,2,7136,1388,27.64,42.88,Canada,34.67
"Surveyor, planning and development",Manufacturing,Decreasing,Low,75942.12,Bachelor's Degree,9,7352,6434,59.6,45.28,UK,40.75
Transport planner,Transportation,Decreasing,High,58785.36,Master's Degree,8,7938,7089,94.92,40.52,Germany,73.87
Oncologist,Healthcare,Increasing,Low,231753.63,PhD,10,3052,5699,24.45,17.76,Brazil,77.35
Museum education officer,Education,Decreasing,High,52227.65,Bachelor's Degree,2,7016,7577,99.77,34.86,Brazil,51.88
Environmental health practitioner,Healthcare,Decreasing,Moderate,52266.67,Bachelor's Degree,5,6553,8209,1.38,39.16,Germany,34.89
Landscape architect,Manufacturing,Decreasing,Low,73348.79,Master's Degree,6,8108,6308,44.68,35.63,Brazil,72.89
Licensed conveyancer,Finance,Increasing,Moderate,74847.22,Bachelor's Degree,6,3259,9674,52.92,57.33,Brazil,70.89
"Surveyor, hydrographic",Manufacturing,Increasing,Moderate,80375.43,Master's Degree,9,2292,7753,48.82,39.61,China,25.45
Dramatherapist,Healthcare,Increasing,Moderate,50584.17,Master's Degree,3,5937,4363,0.84,22.63,Australia,46.13
Scientific laboratory technician,Healthcare,Increasing,Moderate,52326.69,Associate Degree,3,7972,4409,34.79,61.85,China,69.69
Armed forces training and education officer,Education,Increasing,Moderate,83224.0,Bachelor's Degree,12,3803,9980,39.15,27.57,Germany,46.77
Ranger/warden,Manufacturing,Decreasing,Moderate,44863.3,Bachelor's Degree,5,5476,3628,50.01,43.13,USA,42.02
"Engineer, manufacturing",Manufacturing,Decreasing,Low,90325.5,Bachelor's Degree,6,7543,4017,34.18,61.88,Germany,70.29
"Designer, blown glass/stained glass",Entertainment,Decreasing,Low,38171.3,Bachelor's Degree,9,1237,8134,76.56,31.35,Australia,60.79
Community pharmacist,Healthcare,Decreasing,High,115338.37,Bachelor's Degree,5,8116,9749,35.3,46.17,Germany,45.17
Academic librarian,Education,Increasing,Moderate,56380.79,Master's Degree,3,745,9355,36.9,52.62,Australia,27.62
Geophysicist/field seismologist,Manufacturing,Increasing,Low,133726.33,Master's Degree,7,7726,8044,95.58,31.5,China,63.88
Retail manager,Retail,Decreasing,Moderate,73807.24,Bachelor's Degree,5,3332,870,88.69,42.11,Canada,44.24
"Surveyor, minerals",Manufacturing,Increasing,High,75670.84,Bachelor's Degree,8,7338,5414,5.4,52.26,Germany,66.34
Field seismologist,Manufacturing,Increasing,Low,107369.79,Master's Degree,7,6060,6408,82.38,43.58,Germany,39.21
Electrical engineer,Manufacturing,Decreasing,Moderate,80201.52,Bachelor's Degree,5,1896,1554,7.64,50.12,Canada,54.07
Fashion designer,Entertainment,Decreasing,Low,70000.37,Bachelor's Degree,3,2105,3531,0.86,43.26,Canada,48.98
Fitness centre manager,Retail,Increasing,Low,49007.33,Bachelor's Degree,7,8054,2084,65.51,50.67,China,33.23
"Surveyor, minerals",Manufacturing,Decreasing,High,97748.58,Bachelor's Degree,5,1353,6921,9.96,52.67,India,69.68
"Scientist, water quality",Manufacturing,Increasing,High,79062.59,Master's Degree,5,7605,6816,30.15,38.81,USA,49.28
Arts development officer,Entertainment,Decreasing,High,48890.71,Bachelor's Degree,3,8816,1126,82.38,46.42,Australia,45.29
Operational researcher,Finance,Increasing,High,102355.77,Master's Degree,3,8922,2117,1.94,39.63,China,36.13
Fast food restaurant manager,Retail,Decreasing,High,44439.65,High School,5,6105,5276,28.97,54.79,Germany,49.88
Contracting civil engineer,Manufacturing,Increasing,Low,97178.92,Bachelor's Degree,4,8145,9514,17.71,47.57,Canada,28.61
Product manager,IT,Increasing,Low,112587.23,Bachelor's Degree,3,8331,9221,16.95,29.1,Germany,27.76
Government social research officer,Education,Decreasing,Moderate,68457.98,Master's Degree,5,3191,1825,53.42,38.84,India,46.3
Forensic scientist,Healthcare,Decreasing,High,62705.18,Master's Degree,4,6279,2159,33.64,41.83,India,70.16
Biomedical engineer,Healthcare,Decreasing,Low,88815.94,Master's Degree,4,7403,578,84.72,32.68,USA,78.87
Glass blower/designer,Entertainment,Decreasing,Low,48769.28,Bachelor's Degree,6,9729,3843,20.47,30.06,Australia,31.2
"Administrator, Civil Service",Finance,Increasing,Low,67620.63,Bachelor's Degree,3,459,4467,85.98,53.58,Australia,41.2
Rural practice surveyor,Manufacturing,Increasing,Moderate,75178.62,Bachelor's Degree,3,7351,1594,34.52,51.79,Brazil,62.38
"Scientist, research (physical sciences)",Education,Increasing,High,85589.31,PhD,4,7303,2439,83.98,30.69,Germany,34.44
Insurance broker,Finance,Increasing,High,89705.59,Bachelor's Degree,6,5742,3532,57.49,55.63,Brazil,21.87
"Journalist, newspaper",Entertainment,Increasing,High,53183.74,Bachelor's Degree,2,6255,9316,55.24,49.15,USA,74.93
"Copywriter, advertising",Entertainment,Decreasing,Low,85031.41,Bachelor's Degree,7,573,7050,66.86,41.35,USA,62.87
Arboriculturist,Manufacturing,Increasing,Low,58083.4,Bachelor's Degree,6,1299,709,85.03,41.93,UK,36.63
"Scientist, research (physical sciences)",Education,Decreasing,Low,72651.28,PhD,5,9890,4787,34.06,36.62,Canada,63.12
"Designer, furniture",Entertainment,Increasing,Low,62488.69,Bachelor's Degree,6,7517,9087,75.47,36.92,Australia,41.91
Information officer,IT,Decreasing,Moderate,61998.32,Bachelor's Degree,3,8246,736,65.18,56.93,Australia,76.59
Advertising art director,Entertainment,Increasing,High,88887.35,Bachelor's Degree,6,2355,9272,27.45,43.26,Australia,76.9
Barrister's clerk,Finance,Increasing,High,45961.45,Associate Degree,2,6912,8869,23.05,58.7,Australia,66.7
Ecologist,Manufacturing,Increasing,High,58646.49,Master's Degree,6,7340,5648,57.28,38.59,Germany,47.47
Sports therapist,Healthcare,Decreasing,Low,46131.85,Bachelor's Degree,2,3800,9990,26.68,39.21,UK,58.9
Environmental manager,Manufacturing,Decreasing,High,79327.9,Bachelor's Degree,6,5585,8051,12.99,48.44,Brazil,30.2
"Engineer, civil (contracting)",Manufacturing,Increasing,High,103370.01,Bachelor's Degree,5,1581,2332,98.5,41.32,India,51.84
Armed forces training and education officer,Education,Decreasing,High,55353.06,Bachelor's Degree,12,366,1300,63.37,31.36,Brazil,76.56
Actor,Entertainment,Decreasing,Moderate,74117.42,Bachelor's Degree,5,5209,3024,51.37,36.65,Australia,78.64
Structural engineer,Manufacturing,Increasing,Moderate,86959.9,Bachelor's Degree,4,2965,8214,42.3,39.18,Germany,68.46
Building control surveyor,Manufacturing,Decreasing,High,75086.26,Bachelor's Degree,3,3078,142,42.26,43.5,India,64.41
Probation officer,Healthcare,Increasing,High,44209.75,Bachelor's Degree,6,4454,7513,62.1,42.2,Brazil,78.27
"Presenter, broadcasting",Entertainment,Decreasing,Low,80629.53,Bachelor's Degree,7,8168,1611,86.83,36.01,Germany,79.3
Mental health nurse,Healthcare,Decreasing,High,71398.09,Bachelor's Degree,6,9193,268,6.01,45.34,Germany,64.41
Sales promotion account executive,Retail,Increasing,Moderate,56873.85,Bachelor's Degree,7,3423,662,77.23,49.14,UK,72.83
Animal technologist,Healthcare,Increasing,Low,45562.04,Associate Degree,3,1300,6873,12.66,48.67,Australia,79.61
Metallurgist,Manufacturing,Increasing,Low,89325.53,Bachelor's Degree,5,229,1773,94.28,46.91,Australia,66.37
Press sub,Entertainment,Decreasing,High,54004.67,Bachelor's Degree,6,1804,592,24.17,64.68,USA,65.47
Social researcher,Education,Increasing,High,57872.51,Master's Degree,3,4416,7533,28.8,50.23,Australia,76.8
Pathologist,Healthcare,Increasing,High,203419.3,PhD,10,2722,9490,62.89,25.56,Canada,30.27
"Engineer, manufacturing",Manufacturing,Increasing,High,104986.47,Bachelor's Degree,3,8319,5752,52.06,57.47,USA,70.47
"Lecturer, further education",Education,Decreasing,High,64282.76,Master's Degree,3,7479,1129,25.2,25.78,India,65.91
Senior tax professional/tax inspector,Finance,Decreasing,High,135318.21,Master's Degree,11,436,7920,29.56,56.11,Canada,33.76
Further education lecturer,Education,Increasing,Moderate,54648.04,Master's Degree,8,8989,151,48.16,30.9,UK,57.08
Minerals surveyor,Manufacturing,Increasing,High,86643.84,Bachelor's Degree,3,4498,6058,77.88,42.44,Canada,47.47
Fashion designer,Entertainment,Decreasing,High,67126.45,Bachelor's Degree,5,727,8529,97.72,36.99,Australia,76.4
Private music teacher,Education,Increasing,Low,29739.89,Bachelor's Degree,3,7825,1989,1.55,35.01,Brazil,20.71
Clinical molecular geneticist,Healthcare,Decreasing,Moderate,95872.41,PhD,9,6099,1209,11.8,32.43,USA,34.7
Tourist information centre manager,Retail,Decreasing,High,55202.51,Bachelor's Degree,2,7068,8056,86.07,53.16,Brazil,63.93
"Surveyor, building",Manufacturing,Increasing,Low,67879.1,Bachelor's Degree,8,3943,4855,55.6,45.87,Canada,53.45
Sport and exercise psychologist,Healthcare,Decreasing,Moderate,71620.25,PhD,3,9672,3904,13.54,32.18,Germany,77.75
Tax adviser,Finance,Decreasing,Moderate,86257.81,Bachelor's Degree,5,2815,9473,89.26,58.85,UK,33.19
Neurosurgeon,Healthcare,Decreasing,Moderate,332619.3,PhD,13,1954,8143,33.25,7.61,China,68.72
Psychiatric nurse,Healthcare,Increasing,High,69450.86,Bachelor's Degree,2,4486,4469,46.35,46.61,India,38.17
Hydrographic surveyor,Manufacturing,Increasing,Moderate,88425.73,Master's Degree,5,2588,592,2.1,39.53,Germany,78.64
Games developer,IT,Increasing,High,107222.38,Bachelor's Degree,3,678,1316,83.94,37.65,Brazil,26.43
"Journalist, magazine",Entertainment,Decreasing,Moderate,58151.61,Bachelor's Degree,2,2492,7824,6.78,44.77,Australia,51.41
Facilities manager,Finance,Decreasing,Moderate,63106.08,Bachelor's Degree,8,6455,7445,6.51,52.58,USA,72.12
Barista,Retail,Decreasing,Low,33203.0,High School,1,8160,5637,65.2,63.88,India,56.83
"Administrator, Civil Service",Finance,Increasing,Moderate,57674.6,Bachelor's Degree,4,6782,5545,54.08,59.95,Australia,73.94
Animal technologist,Healthcare,Decreasing,High,40734.67,Associate Degree,3,2764,7115,42.98,42.91,Australia,38.26
Social researcher,Education,Increasing,High,53647.08,Master's Degree,4,8557,3200,44.15,42.43,Brazil,40.74
"Designer, industrial/product",Manufacturing,Increasing,Low,67039.56,Bachelor's Degree,7,658,1425,76.66,42.78,Brazil,37.58
Actuary,Finance,Increasing,Moderate,147433.94,Master's Degree,6,3195,3278,33.41,36.31,India,24.47
"Production assistant, radio",Entertainment,Increasing,High,39626.26,Bachelor's Degree,2,3173,1937,33.95,60.51,Canada,64.46
Illustrator,Entertainment,Increasing,Moderate,46001.98,Bachelor's Degree,5,823,690,79.3,40.98,Australia,27.0
Structural engineer,Manufacturing,Decreasing,High,87995.63,Bachelor's Degree,6,3397,894,50.53,45.24,Brazil,38.63
Herpetologist,Healthcare,Decreasing,Moderate,57669.39,Master's Degree,8,9419,7377,36.71,38.91,Australia,49.19
Television/film/video producer,Entertainment,Decreasing,Moderate,68125.79,Bachelor's Degree,8,2647,2832,9.16,42.13,China,30.63
Commercial art gallery manager,Entertainment,Decreasing,High,70026.05,Bachelor's Degree,8,7913,6196,62.23,44.43,India,49.55
"Surveyor, rural practice",Manufacturing,Decreasing,Moderate,86615.39,Bachelor's Degree,8,9909,5372,37.58,43.38,Australia,44.15
Waste management officer,Manufacturing,Decreasing,Low,51139.11,Bachelor's Degree,5,528,5225,97.29,55.54,USA,56.92
Holiday representative,Retail,Decreasing,Low,32361.82,High School,3,5249,7902,90.52,52.13,Australia,22.96
Nutritional therapist,Healthcare,Decreasing,High,46561.59,Associate Degree,4,9851,597,18.16,40.2,UK,33.68
Dispensing optician,Healthcare,Decreasing,High,49940.17,Associate Degree,2,1015,6448,33.4,62.52,USA,65.78
Magazine journalist,Entertainment,Increasing,High,63982.9,Bachelor's Degree,3,7763,6743,18.56,43.94,Germany,38.28
Warehouse manager,Transportation,Increasing,Low,77091.49,Bachelor's Degree,5,2473,7158,31.45,55.46,USA,65.29
Charity officer,Retail,Decreasing,High,41717.42,Bachelor's Degree,6,8152,7284,47.0,45.3,Germany,73.34
Naval architect,Transportation,Increasing,High,100954.86,Master's Degree,8,6333,7672,37.12,34.38,India,24.83
Police officer,Healthcare,Decreasing,High,54010.84,Bachelor's Degree,2,6529,6177,28.8,35.4,USA,75.0
"Social research officer, government",Education,Increasing,High,58892.68,Master's Degree,4,5265,213,51.16,52.94,UK,77.87
Electrical engineer,Manufacturing,Decreasing,Low,82014.05,Bachelor's Degree,8,295,8192,1.06,42.91,Australia,69.06
"Education officer, environmental",Education,Decreasing,High,70981.35,Bachelor's Degree,3,6646,7865,0.82,44.73,UK,65.57
Midwife,Healthcare,Increasing,Moderate,78352.66,Bachelor's Degree,3,4433,5720,66.95,43.58,China,78.58
"Scientist, product/process development",Manufacturing,Decreasing,Low,95967.87,Master's Degree,7,7163,7750,94.14,40.81,Brazil,25.85
"Doctor, general practice",Healthcare,Decreasing,Moderate,209839.62,PhD,8,3807,389,47.86,17.28,UK,32.24
